window,project,adjusted_attack_probability,adjusted_attack_rate_pct,pooled_standardization_weight_on_observed_protocol_support,pooled_standardization_weight_extrapolated,standardization,support_note,scope,inferential_role
revised-30m,dodo,0.044928829174938296,4.49288291749383,1.0,0.0,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,solidly,0.018575904538223106,1.8575904538223105,0.9651295499157337,0.03487045008426626,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,ekubo,0.017175846941408564,1.7175846941408563,0.5896849750232227,0.4103150249767773,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,swapr,0.01635310289855036,1.635310289855036,0.406611163738966,0.593388836261034,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,uniswap,0.01589210662140926,1.589210662140926,1.0,0.0,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,maverick,0.015419882996613538,1.5419882996613539,0.9981410127701138,0.0018589872298861998,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,verse_dex,0.0143188731894866,1.4318873189486598,0.9679700604443829,0.03202993955561706,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,shibaswap,0.013409113696011126,1.3409113696011126,0.9965146284164631,0.0034853715835369004,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,pancakeswap,0.01198984752457916,1.198984752457916,1.0,0.0,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,sushiswap,0.011582574192447743,1.1582574192447743,1.0,0.0,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,defiswap,0.007975258287924522,0.7975258287924522,0.9728831984267897,0.02711680157321028,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,apeswap,0.007328845675051016,0.7328845675051016,0.2889575268598224,0.7110424731401777,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,balancer,0.00620008283006853,0.6200082830068531,1.0,0.0,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,xchange,0.0050700825797824235,0.5070082579782423,0.683567910233117,0.316432089766883,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,fraxswap,0.004884168318378084,0.4884168318378084,0.9937335879632115,0.00626641203678846,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,curve,0.00284598453493338,0.284598453493338,1.0,0.0,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,kyberswap,0.00208889806704591,0.208889806704591,0.952520670078093,0.047479329921906954,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,bancor,0.0015675472615933668,0.1567547261593367,0.9903109866144932,0.009689013385506762,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,supernova,0.0014454740929809437,0.14454740929809437,0.20023924564085813,0.7997607543591418,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,fluid,0.000807051733093876,0.0807051733093876,0.7217488871202754,0.2782511128797246,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
revised-30m,0x API,5.7552700838255266e-06,0.0005755270083825526,0.7662667537253203,0.23373324627467973,observed pooled candidate-trade month x trade-size-bin distribution,model-standardized prediction; pooled target may include month x trade-size cells not empirically observed for this protocol. Support weights quantify observed versus extrapolated target mass; the estimand itself is unchanged.,conditional on protocols with >=1 observed attacked event; zero-attack candidate-trade protocols are outside this model estimand,descriptive standardized point estimate; no CI or ranking significance claimed
