month,project,version,trade_size_bin,candidate_trade_events,attacked_trade_events,unattacked_trade_events,candidate_volume_usd,attacked_volume_usd,avg_trade_size_usd,min_trade_size_usd,max_trade_size_usd,attack_rate_pct
2024-01-01 00:00:00.000 UTC,0x-API,v2,01_<100,228,0,228,10991.946948962306,0,48.21029363579959,7.03e-18,99.96548741296002,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,02_100_250,222,0,222,32322.68773196974,0,145.59769248635018,100.03971,248.824141076869,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,03_250_500,69,0,69,25981.56892614562,0,376.54447719051626,250.62078647169898,494.86864705293607,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,04_500_1000,135,0,135,101039.7133871892,0,748.4423213865866,500.17599449999994,999.882741379914,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,05_1000_2500,358,0,358,640683.0224634461,0,1789.6173811828105,1000.0614555249899,2499.7517482499998,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,06_2500_5000,435,0,435,1.633991228335563e+06,0,3756.301674334628,2503.217820773241,4999.355576890928,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,07_5000_10000,522,0,522,3.8396337046010476e+06,0,7355.620123756796,5001.039083567475,9993.972833138638,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,08_10000_25000,568,0,568,9.117509343991684e+06,0,16051.953070407893,10003.324394052272,24993.3013187806,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,09_25000_50000,375,0,375,1.3449501484133232e+07,0,35865.337291021955,25023.523291294812,49881.75710475005,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,10_50000_100000,252,0,252,1.820757087060394e+07,0,72252.26535953945,50001.34473761384,99914.1207318786,0
2024-01-01 00:00:00.000 UTC,0x-API,v2,11_100000_plus,308,0,308,8.650241858735614e+07,0,280852.0084005069,100021.79294999999,2.156219465244987e+06,0
2024-01-01 00:00:00.000 UTC,0x-API,v3,01_<100,1,0,1,23.7337,0,23.7337,23.7337,23.7337,0
2024-01-01 00:00:00.000 UTC,0x-API,v3,04_500_1000,1,0,1,905.1279999999999,0,905.1279999999999,905.1279999999999,905.1279999999999,0
2024-01-01 00:00:00.000 UTC,0x-API,v3,05_1000_2500,1,0,1,1008.1200000000001,0,1008.1200000000001,1008.1200000000001,1008.1200000000001,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,01_<100,15773,0,15773,722549.2511809246,0,45.80924688904613,1.757727156024e-08,99.99810286278003,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,02_100_250,11086,0,11086,1.8210352936371071e+06,0,164.2644140029864,100.00041965494987,249.996,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,03_250_500,8776,0,8776,3.2635866060495987e+06,0,371.8763224760254,250.00720775865318,499.9995,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,04_500_1000,8682,0,8682,6.317932944696681e+06,0,727.7047851528082,500.0030526163625,999.9901190052518,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,05_1000_2500,11130,0,11130,1.7974314754649848e+07,0,1614.942924946078,1000.0083852168626,2499.9995490520696,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,06_2500_5000,5994,0,5994,2.1541838836824104e+07,0,3593.9003731771945,2500.075,4999.945107922989,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,07_5000_10000,4756,0,4756,3.3357961780985095e+07,0,7013.8691717798765,5000.015,9999.9287061481,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,08_10000_25000,4352,0,4352,6.87132921640345e+07,0,15788.89985386822,10000.075085963252,24999.10832153817,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,09_25000_50000,2535,0,2535,9.327602763521782e+07,0,36795.277173655944,25000.850000000002,49999.52520257695,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,10_50000_100000,1317,0,1317,9.479229529590175e+07,0,71975.92657243868,50001.02120026332,99992.88125119336,0
2024-01-01 00:00:00.000 UTC,0x-API,v4,11_100000_plus,989,0,989,3.835477324127925e+08,0,387813.68292496714,100004.5234777482,8.066755923024138e+06,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,2.0,01_<100,5,0,5,80.54435057378555,0,16.10887011475711,0.0025120368217054255,59.80380166755642,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,2.0,02_100_250,1,0,1,216.679112438216,0,216.679112438216,216.679112438216,216.679112438216,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,2.0,03_250_500,2,0,2,837.7164591802889,0,418.85822959014445,370.392920586493,467.32353859379594,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,2.0,06_2500_5000,1,0,1,3921.8415276151336,0,3921.8415276151336,3921.8415276151336,3921.8415276151336,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,2.0,07_5000_10000,1,0,1,9079.2385178232,0,9079.2385178232,9079.2385178232,9079.2385178232,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,3.0,01_<100,3750,0,3750,74152.23982834953,0,19.773930620893207,2.25605e-15,99.99945648,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,3.0,02_100_250,1387,0,1387,235563.86354204666,0,169.83696001589522,100.0009,249.99823088999997,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,3.0,03_250_500,1274,0,1274,474862.1627066049,0,372.733251732029,250.02775,499.998,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,3.0,04_500_1000,1655,0,1655,1.2112756168750324e+06,0,731.8885902568172,500.02650000000006,999.989199,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,3.0,05_1000_2500,2835,0,2835,4.6776297392987115e+06,0,1649.9575799995455,1000.0015887388224,2499.853928147604,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,3.0,06_2500_5000,1925,0,1925,7.101070545188699e+06,0,3688.867815682441,2500.5613877022906,4999.475221633761,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,3.0,07_5000_10000,2042,0,2042,1.4826247906402262e+07,0,7260.650296964869,5000.061748,9999.486898268087,0
2024-01-01 00:00:00.000 UTC,1inch-LOP,3.0,08_10000_25000,2431,0,2431,3.873438787238375e+07,0,15933.520309495578,10000.55,24998.496540621014,0
